                               1    1     0     9.7108     1    16
                               2    0     0    10.5506     0    25
                               3    1     0    10.5849     0    28
                               4    0     0    10.2674     0    12
                               5    1     1     9.5829     0    14
                               6    0     0    10.3972     0    22
                               7    1     1     9.1740     0    11
                               8    1     0    10.8749     0    28
                               9    0     0    10.2240     0    18
                              10    1     0     9.9676     0    18
                              11    0     0     9.8831     0    26
                              12    0     0    11.1287     0    38
                              13    0     0     9.6107     0    20
                              14    1     0    10.4448     0    25
                              15    1     0    10.5965     0    28
                              16    0     0     7.9990     0     0
                              17    1     0     9.7800     1    16
                              18    0     0    10.9711     0    33
                              19    1     0    10.0886     0    18
                              20    0     0     9.7279     0    18
                              21    0     0     8.2324     0    11
                              22    0     0     9.6138     0    20
                              23    0     0     9.2737     0    16
                              24    0     0    10.4806     0    22
                              25    1     0     8.9330     0    15
                              26    1     0     9.7226     0    18
                              27    0     0     5.7714     0     0
                              28    0     0    10.8792     0    33
                              29    1     0    10.8625     1    22
                              30    1     0     8.7684     0    15
                              31    0     0    10.5721     0    25
                              32    1     0    10.5886     0    28
                              33    0     0     9.9478     0    23
                              34    1     0    10.6668     0    25
                              35    0     0    11.0391     0    42
                              36    1     0     9.7467     1    14
                              37    1     0     9.5440     0    16
                              38    0     0     7.5939     0     0
                              39    0     0    10.2552     0    30
                              40    1     0    10.4548     0    25
                              41    1     0    10.3062     0    22
                              42    1     0     9.5554     0    14
                              43    1     0    10.0860     0    24
                              44    0     0     7.4091     0     0
                              45    0     0     9.5059     0    18
                              46    0     1     8.1209     0     0
                              47    0     0     8.4262     0    12
                              48    1     0     9.5346     0    17
                              49    0     0    10.1117     1    18
                              50    1     0     9.3931     0    17
                              51    1     0    11.3851     0    38
                              52    0     0    10.5133     0    25
                              53    0     0     9.6006     0    18
                              54    0     0     9.8530     0    20
                              55    0     0    10.1612     0    22
                              56    1     0    10.4896     0    28
                              57    1     0     9.5702     0    17
                              58    0     0    10.7601     0    28
                              59    0     0     9.1193     0    14
                              60    0     0     9.1660     0    11
                              61    0     0     7.3428     0     0
                              62    0     0     9.0887     0    15
                              63    0     0     8.2420     0     0
                              64    0     0     7.5082     0     0
                              65    1     0     7.1801     0    11
                              66    1     0    10.4923     0    28
                              67    0     0     9.8947     0    20
                              68    1     0     9.9020     0    16
                              69    0     0    10.1133     0    24
                              70    1     0     9.6614     0    18
                              71    0     0     8.1597     0    11
